dog_id,dog_name,sex,alt_status,animal_control,surrender_date,surrender_reason,description,age_months,microchip,email,DOB,app_num,a_email,dog_id,app_num,,app_num,a_email
105,Jake,male,TRUE,FALSE,9/6/2019,The animal pooped/peed on the floor.," Have you been looking for a Labrador Retriever to join your family? Labs have such great, goofy, c",232,9182621865,jgiguere@openlane.com,5/6/2000,294,cperruzza@doncon.com,106,276,,105,jblackwood@dambase.com
106,Lily,female,TRUE,FALSE,9/9/2019,haven't thought about any other options, is a super sweet boxer/dane mix!  He came from a rural animal contro,184,NULL,mo@burdell.com,5/9/2004,276,jdiscipio@singletechno.com,107,269,,106,egrenet@y-corporation.com
107,Beau,male,TRUE,TRUE,9/10/2019,having 'personal problems',"a beautiful Hound mix, 7 years old, and weighing 43 pounds.",107,NULL,sahle@treequote.com,10/10/2010,269,cmorasca@ganjaflex.com,108,114,,107,adenooyer@kinnamplus.com
108,Gracie,female,TRUE,FALSE,9/13/2019,The animal has a behavior that I don't want to try to work with and correct.,  was being given away for free on a neighborhood site in Texas because a child in the home w,16,NULL,asmith@zotware.com,5/13/2018,114,vknipp@year-job.com,109,136,,108,rhollack@plexzap.com
109,Casey,female,TRUE,FALSE,9/19/2019,I got a new house and don't want it.,"  along with his littermates and mom, was rescued from euthanasia a",59,7438950778,mdeleo@funholding.com,10/19/2014,136,lmorocco@year-job.com,110,176,,109,tkines@sumace.com
110,Olive,unknown,TRUE,FALSE,9/26/2019,having 'personal problems',is a very friendly and energetic Rottweiler mix who is7 years old & weighs 59,77,4230427909,sahle@treequote.com,4/26/2013,176,xdubaldi@iselectrics.com,111,344,,110,adenooyer@kinnamplus.com
111,Sally,female,TRUE,FALSE,9/26/2019,don't know how to handle the animal's medical needs, Our girl may look like a plain little black dog but she is anything but ordinary!  Th,23,9044340249,ncoyier@funholding.com,10/26/2017,344,ghalter@konmatfix.com,112,428,,111,ggalam@ron-tech.com
112,Brody,male,TRUE,FALSE,10/1/2019,don't know how to handle the animal's medical needs,"is a 4-year-old Boxer/Lab gal weighing 67 pounds, so of course the name is perfect. She ca",247,4922077392,tmarrier@hottechi.com,3/1/1999,428,hgwalthney@funholding.com,113,574,,112,esaylors@y-corporation.com
113,Chico,male,TRUE,FALSE,10/7/2019,haven't thought about any other options,is a very friendly and energetic Rottweiler mix who is7 years old & weighs 59,158,NULL,jgiguere@openlane.com,8/7/2006,574,jpoquette@ron-tech.com,114,68,,113,troyster@kan-code.com
114,Lola,female,TRUE,FALSE,10/7/2019,having 'personal problems', Meet  a sweet-as-pie Brindle/Blue Nose Pit Bull who needs a new place to live,153,7638227325,gmatuszak@green-plus.com,1/7/2007,68,ebowley@ganjaflex.com,115,259,,114,vknipp@year-job.com
115,Cali,female,TRUE,FALSE,10/8/2019,My dogs pees on my baby.," has quite a resume.  He has graduated Basic I Obedience, Basic II Obedience, learned ",55,7289416436,mdeleo@funholding.com,3/8/2015,259,acoyier@hottechi.com,116,220,,115,brhym@dambase.com
116,Sally,female,TRUE,FALSE,10/9/2019,I had no idea that animals were this much work., This adorable boy is Tango Barnwell.  He wou,65,506467113,jgiguere@openlane.com,5/9/2014,220,anievas@rangreen.com,117,292,,116,lmonarrez@goodsilron.com
117,Shelby,female,TRUE,FALSE,10/9/2019,don't know how to handle the animal's medical needs,"  along with his littermates and mom, was rescued from euthanasia a",61,NULL,cjurney@groovestreet.com,9/9/2014,292,yisenhower@dambase.com,118,309,,117,clawler@dontechi.com
118,George,male,TRUE,FALSE,10/10/2019,I don't have time for the animal.," When their dad passed away in a tragic accident, he and his ""sister""  ",39,845103394,vmenter@silis.com,7/10/2016,309,rbourbon@lexiqvolax.com,119,305,,118,lmonarrez@goodsilron.com
119,Gus,male,TRUE,FALSE,10/10/2019,I don't want to be responsible for the animal anymore.,  was recently rescued from euthanasia at a Texas shelter. She has the sweetest face!  I,178,NULL,nbatman@ron-tech.com,12/10/2004,305,brestrepo@xx-holding.com,120,206,,119,amiceli@blackzim.com
120,Chico,male,TRUE,FALSE,10/14/2019,upset that the dog bit somebody,"is a goofy, exciteable, very well trained 8 year old pug-boxer-something mix who",102,4592937345,kmunns@yearin.com,4/14/2011,206,jpoquette@ron-tech.com,121,365,,120,dturinetti@doncon.com
121,Emma,female,TRUE,FALSE,10/16/2019,The animal pooped/peed on the floor.,"is a 9-year-old Treeing Walker Hound, a playful boy who likes toys & like",263,5968663850,nbatman@ron-tech.com,11/16/1997,365,kharnos@conecom.com,122,191,,121,szepp@dalttechnology.com
122,Lilly,female,TRUE,FALSE,10/17/2019,I got a new house and don't want it., Our girl may look like a plain little black dog but she is anything but ordinary!  Th,39,2033815869,barias@xx-holding.com,7/17/2016,191,ahoogland@y-corporation.com,123,184,,122,lkarpel@nam-zim.com
123,Sally,female,TRUE,FALSE,10/25/2019,I am moving and I can't take them with me.," When their dad passed away in a tragic accident, he and his ""sister""  ",49,7107074830,mmallett@konex.com,9/25/2015,184,mreiber@scottech.com,124,290,,123,mbolognia@finjob.com
124,Pebbles,female,TRUE,FALSE,10/28/2019,I need to surrender my dog because I just had my carpets cleaned.,"Meet a 3 month old cuddly, lovable Terrier mix.  He was dumped in",248,7444632749,walbares@conecom.com,2/28/1999,290,arulapaugh@zencorporation.com,125,86,,124,awildfong@conecom.com
125,Nikki,female,TRUE,FALSE,11/1/2019,Landlord won't let me keep the animal., This gorgeous puppy; we believe that he is a Yellow Lab mixed with Siberian Husky and wh,46,9507138642,barias@xx-holding.com,1/1/2016,86,mbolognia@finjob.com,126,74,,125,tkines@sumace.com
126,Oreo,male,TRUE,FALSE,11/4/2019,The animal chews and I don't want my belongings destroyed.,Look at that underbite!!! he is a 3 1/2 year old Terrier mix. He was in a home for a couple y,21,3076676382,smaclead@openlane.com,2/4/2018,74,lbayless@sumace.com,127,216,,126,loldroyd@hottechi.com
127,Piper,female,TRUE,FALSE,11/7/2019,The animal chews and I don't want my belongings destroyed.,was adopted from us when he was 2 months old.  He was just returned because they do,56,NULL,lmenter@plexzap.com,3/7/2015,216,icaldarera@yearin.com,128,199,,127,jbuvens@plusstrip.com
128,Brandy,female,TRUE,FALSE,11/11/2019,The animal has a behavior that I don't want to try to work with and correct.,  was recently rescued from euthanasia at a Texas shelter. She has the sweetest face!  I,91,NULL,rdiestel@goodsilron.com,4/11/2012,199,kmyricks@groovestreet.com,129,181,,128,dscipione@dambase.com
129,Dakota,female,TRUE,FALSE,11/11/2019,"I told my dying family member that I would care for their animal after they died to make them feel better, but I really don't want the animal so I am surrendering it to you.", is a stunning girl who was adopted from Eleventh Hour Rescue a few years ago but was recen,159,5869537559,jgiguere@openlane.com,8/11/2006,181,acoyier@hottechi.com,130,285,,129,smeteer@dalttechnology.com
130,Max,male,TRUE,FALSE,11/12/2019,I got a new house and don't want it., Meet  a sweet-as-pie Brindle/Blue Nose Pit Bull who needs a new place to live,14,NULL,cvonasek@toughzap.com,9/12/2018,285,mskulski@sumace.com,131,196,,130,mhollack@scottech.com
131,Leo,male,TRUE,FALSE,11/13/2019,The animal has had (puppies/kittens) and I don't know how that happened and I don't want them anymore., she was being given away in the back of a gas station in a rural Texas town when one of our,47,1968472390,nbatman@ron-tech.com,12/13/2015,196,nhaufler@zencorporation.com,132,358,,131,mbolognia@finjob.com
132,Cleo,female,TRUE,FALSE,11/15/2019,I am moving and I can't take them with me., would be a wonderful addition to your family as long as she's the only fur,260,NULL,kmunns@yearin.com,3/15/1998,358,brhym@dambase.com,133,355,,132,lmunns@toughzap.com
133,Bo,male,TRUE,FALSE,11/18/2019,The animal doesn't match my new furniture.,is a 12-week-old Black Cur mix pup who got adopted and who thought he had found his fo,74,1459461853,kmunns@yearin.com,9/18/2013,355,lpadilla@conecom.com,134,302,,133,cpugh@domzoom.com
134,Benny,male,TRUE,FALSE,11/18/2019,decided they have too many animals at home, was homeless and roaming the streets which eventually led to his being picked-up,148,8683087184,asmith@zotware.com,7/18/2007,302,esaylors@y-corporation.com,135,411,,134,jmirafuentes@rangreen.com
135,Honey,female,TRUE,FALSE,11/19/2019,I don't want the dog to scratch my new floors.," has quite a resume.  He has graduated Basic I Obedience, Basic II Obedience, learned ",141,NULL,rdiestel@goodsilron.com,2/19/2008,411,aboord@faxquote.com,136,423,,135,lflister@hottechi.com
136,Ace,male,TRUE,FALSE,11/20/2019,I didn't know that owning an animal was this expensive," When her dad passed away in a tragic accident, she and her ""brother""  found themselv",241,8406288680,ncoyier@funholding.com,10/20/1999,423,ncartan@statholdings.com,137,435,,136,lmorocco@year-job.com
137,Athena,female,TRUE,FALSE,11/20/2019,decided they have too many animals at home,  is a two and a half old and such a sweetheart.   loves the car and likes ,115,8855820847,dmontezuma@green-plus.com,4/20/2010,435,dseewald@goodsilron.com,138,185,,137,loldroyd@hottechi.com
138,Elvis,male,TRUE,FALSE,11/21/2019,I didn't know that owning an animal was this expensive,is a very loving and affectionate 5 1/2 year old dog who is great with adults but he ha,43,1588289273,mmallett@konex.com,4/21/2016,185,kcraghead@sumace.com,139,591,,138,hseewald@j-texon.com
139,Roxie,female,TRUE,TRUE,11/22/2019,The animal chews and I don't want my belongings destroyed.," If you're looking for a ""no brainer"", check out this girl. She is a really E",133,NULL,jgiguere@openlane.com,10/22/2008,591,lbayless@sumace.com,140,313,,139,chirpara@rantouch.com
140,Leo,male,TRUE,FALSE,11/22/2019,The dog barks too much or the cat meows too much.," has quite a resume.  He has graduated Basic I Obedience, Basic II Obedience, learned ",116,8995897848,sahle@treequote.com,3/22/2010,313,lflister@hottechi.com,141,352,,140,agillaspie@golddex.com
141,Marley,female,TRUE,FALSE,12/2/2019,I have decided that my family is allergic to the animal.," Looking for a happy, silly, sweet & funny pup?  Check out her as she is all these and m",247,2929126033,asmith@zotware.com,5/2/1999,352,wmeteer@domzoom.com,142,395,,141,dgellinger@dambase.com
142,Abby,female,TRUE,FALSE,12/3/2019,decided they have too many animals at home," This sweet brindle boy with the crooked smile is Whopper. He's such a good boy - playful,",20,7321356173,gmatuszak@green-plus.com,4/3/2018,395,eadkin@stanredtax.com,143,393,,142,ccoody@sonron.com
143,Lexie,unknown,TRUE,FALSE,12/3/2019,renovating the house or redoing the yard," Looking for a happy, silly, sweet & funny pup?  Check out her as she is all these and m",132,NULL,barias@xx-holding.com,12/3/2008,393,woles@codehow.com,144,381,,143,kweglarz@streethex.com
144,Lady,unknown,TRUE,FALSE,12/5/2019,"My two dogs, who are brother and sister, keep having litters of puppies.",  was a service dog for an elderly man who recently passed away. Now this boy needs a new home,116,5556057839,ncoyier@funholding.com,4/5/2010,381,jacey@inity.com,145,308,,144,kharnos@conecom.com
145,Cash,male,TRUE,FALSE,12/10/2019,don't like the way the dog reacted to a child," Looking for a happy, silly, sweet & funny pup?  Check out her as she is all these and m",87,4353377498,rdiestel@goodsilron.com,9/10/2012,308,ladkin@domzoom.com,146,99,,145,cpagliuca@betasoloin.com
146,Boomer,male,TRUE,FALSE,12/12/2019,decided they have too many animals at home, she was being given away in the back of a gas station in a rural Texas town when one of our,167,NULL,sjurney@groovestreet.com,1/12/2006,99,msetter@fasehatice.com,147,522,,146,lkippley@golddex.com
147,Milo,male,TRUE,FALSE,12/13/2019,allergies are a problem, he has had a hard start to his life! This little blue nose nugget of wiggles was scheduled ,44,NULL,nbatman@ron-tech.com,4/13/2016,522,rtegarden@donquadtech.com,148,293,,147,vkeener@kan-code.com
148,Izzy,female,TRUE,FALSE,12/16/2019,"I ""Found"" the animal.", I'm a good-looking Redbone with big soulful eyes (so I'm told) who&,167,7047413542,dkeetch@golddex.com,1/16/2006,293,snicka@year-job.com,149,145,,148,aostolaza@finjob.com
149,Buddy,male,TRUE,FALSE,12/18/2019,having 'personal problems', he has had a hard start to his life! This little blue nose nugget of wiggles was scheduled ,174,6072982334,jgiguere@openlane.com,6/18/2005,145,cpagliuca@betasoloin.com,150,223,,149,mreitler@fasehatice.com
150,Lacey,female,TRUE,FALSE,12/20/2019,I don't want the dog to scratch my new floors., is a super sweet boxer/dane mix!  He came from a rural animal contro,33,4793706812,mo@burdell.com,3/20/2017,223,xdubaldi@iselectrics.com,151,164,,150,oflosi@betatech.com
151,Bruno,unknown,TRUE,TRUE,12/24/2019,the pet sheds too much, is beautiful and sweet.  Loves to play and eat.  A little shy and independent.,24,169698559,rdiestel@goodsilron.com,12/24/2017,164,ehirpara@sunnamplex.com,152,382,,151,brestrepo@xx-holding.com
152,Olive,female,TRUE,FALSE,12/25/2019,The animal has had (puppies/kittens) and I don't know how that happened and I don't want them anymore.,  was dumped at a mailbox in rural Texas; is a sweet shy girl  w,126,936657565,smaclead@openlane.com,6/25/2009,382,troyster@kan-code.com,153,482,,152,mbolognia@finjob.com
153,Bear,male,TRUE,FALSE,12/25/2019,I am moving and I can't take them with me.,is a handsome 3 1/2 year old Shepherd mix. He is good with other dogs.  He would do,50,NULL,ncoyier@funholding.com,10/25/2015,482,whamilton@opentech.com,154,314,,153,amiceli@blackzim.com
154,Milo,male,TRUE,FALSE,12/26/2019,The animal turned 10 and you surrender the animal when it reaches that age.,is a 1 year old Terrier mix! He is walks well on a leash and loves affection. He would prefer,146,NULL,dmontezuma@green-plus.com,10/26/2007,314,msetter@fasehatice.com,155,84,,154,acoyier@hottechi.com
155,Misty,unknown,TRUE,FALSE,12/30/2019,I don't want to be responsible for the animal anymore., Handsome and elegant - that's how they describe him; was found as a str,191,NULL,dkeetch@golddex.com,1/30/2004,84,hseewald@j-texon.com,156,129,,155,yisenhower@dambase.com
156,Chance,male,TRUE,TRUE,12/31/2019,haven't thought about any other options, would be a wonderful addition to your family as long as she's the only fur,27,7463414892,mo@burdell.com,10/1/2017,129,smeteer@dalttechnology.com,157,162,,156,jbuvens@plusstrip.com
157,Riley,female,TRUE,FALSE,1/1/2020,The animal attacks me and my family., I'm looking to to rehome my male Catahoula Leopard Dog/Mountain Cur.,265,8180781419,jsweely@fasehatice.com,12/1/1997,162,lwalthall@betasoloin.com,158,470,,157,whamilton@opentech.com
158,Jackson,male,TRUE,TRUE,1/3/2020,"My two dogs, who are brother and sister, keep having litters of puppies.",Meet a handsome black Lab mix who's almost 5 years old,250,NULL,gmatuszak@green-plus.com,3/3/1999,470,yisenhower@dambase.com,159,186,,158,lmonarrez@goodsilron.com
159,Roxy,female,TRUE,FALSE,1/7/2020,I need to surrender my dog because it chewed my sprinkler heads.,is a very loving and affectionate 5 1/2 year old dog who is great with adults but he ha,33,5944042237,jgiguere@openlane.com,4/7/2017,186,kharnos@conecom.com,160,557,,159,chirpara@rantouch.com
160,Maya,female,TRUE,FALSE,1/10/2020,The animal attacks my other animals.," Looking for a wonderful family pet? Please check out this pup with the wagging tail, he'd be s",229,2020876706,sahle@treequote.com,12/10/2000,557,chirpara@rantouch.com,161,322,,160,jacey@inity.com
161,Max,male,TRUE,FALSE,1/16/2020,don't like the way the dog reacted to a child,"is a goofy, exciteable, very well trained 8 year old pug-boxer-something mix who",87,NULL,ncoyier@funholding.com,10/16/2012,322,icaldarera@yearin.com,162,534,,161,lstockham@j-texon.com
162,Brandy,female,TRUE,FALSE,1/22/2020,I didn't know I adopted a boy/girl animal.,   I'm an absolute awesome dog and I love all people. My foster says I have,35,734163028,lmenter@plexzap.com,2/22/2017,534,mstem@betasoloin.com,163,643,,162,lwalthall@betasoloin.com
163,Gizmo,male,TRUE,FALSE,1/22/2020,I have decided that my family is allergic to the animal.,"  is a loving, snuggly girl who loves long walks and going for car rides but she's als",164,9511448238,gmatuszak@green-plus.com,5/22/2006,643,dseewald@goodsilron.com,164,377,,163,mskulski@sumace.com
164,Champ,male,TRUE,FALSE,1/23/2020,Landlord won't let me keep the animal.," has quite a resume.  He has graduated Basic I Obedience, Basic II Obedience, learned ",75,7681306976,barias@xx-holding.com,10/23/2013,377,lwalthall@betasoloin.com,165,307,,164,ehirpara@sunnamplex.com
165,Scout,unknown,TRUE,TRUE,2/4/2020,The animal pooped/peed on the floor., This beautiful boy  was adopted out as a puppy to a loving couple but recently has c,72,1712461229,edubaldi@finhigh.com,2/4/2014,307,jacey@inity.com,166,620,,165,aspickerman@green-plus.com
166,Marley,male,TRUE,FALSE,2/12/2020,My doctor told me that the cat will suck the life out of my newborn baby.," When their dad passed away in a tragic accident, he and his ""sister""  ",7,8069469232,rdiestel@goodsilron.com,7/12/2019,620,jblackwood@dambase.com,167,581,,166,lnunlee@ron-tech.com
167,Katie,female,TRUE,TRUE,2/13/2020,don't know how to handle the animal's medical needs,"a beautiful Hound mix, 7 years old, and weighing 43 pounds.",38,NULL,gmatuszak@green-plus.com,12/13/2016,581,lstockham@j-texon.com,168,81,,167,rhollack@plexzap.com
168,Pebbles,female,TRUE,FALSE,2/17/2020,My doctor told me that the cat will suck the life out of my newborn baby.,is a 3 year old Lab mix who loves people.  She is currently living with 2 children,18,NULL,kmunns@yearin.com,8/17/2018,81,wmeteer@domzoom.com,169,631,,168,aspickerman@green-plus.com
169,Winnie,female,TRUE,TRUE,2/18/2020,I have decided that my family is allergic to the animal.," Meet Louie, originally named Jellybean for his love of candy and sweet disposition. He was adopted",56,NULL,smaclead@openlane.com,6/18/2015,631,ttromblay@dontechi.com,170,76,,169,bdiestel@condax.com
170,Benji,male,TRUE,FALSE,2/19/2020,The animal chews and I don't want my belongings destroyed., is a sweetie pie! He's very laid back and gentle with people. He walks well on ,114,NULL,lmenter@plexzap.com,8/19/2010,76,anievas@rangreen.com,171,621,,170,esaylors@groovestreet.com
171,Layla,female,TRUE,FALSE,2/28/2020,don't know how to handle the animal's medical needs, ended up at an animal shelter as a stray and that's where our rescuer discovered this un,165,1617929290,rdiestel@goodsilron.com,5/28/2006,621,dseewald@goodsilron.com,172,484,,171,acoyier@hottechi.com
172,Elvis,male,TRUE,TRUE,2/28/2020,think the dog is too hyper, he has had a hard start to his life! This little blue nose nugget of wiggles was scheduled ,194,2801951418,walbares@conecom.com,12/28/2003,484,adenooyer@kinnamplus.com,173,198,,172,etromblay@toughzap.com
173,Baxter,male,TRUE,FALSE,3/2/2020,I have decided I am allergic to the animal., was recently diagnosed with glaucoma and required surgery to remove both eyes. :( Consi,246,NULL,cjurney@groovestreet.com,9/2/1999,198,awildfong@conecom.com,174,188,,173,hgwalthney@funholding.com
174,Sierra,female,TRUE,FALSE,3/4/2020,I have decided that my family is allergic to the animal.,  I came from a shelter that euthanizes over a hundred animals a week. I turned on,79,NULL,rdiestel@goodsilron.com,8/4/2013,188,cbourbon@betasoloin.com,175,222,,174,aoles@bioplex.com
175,Benji,male,TRUE,FALSE,3/4/2020,haven't thought about any other options," has quite a resume.  He has graduated Basic I Obedience, Basic II Obedience, learned ",93,NULL,srodefer@ontomedia.com,6/4/2012,222,kbenimadho@donquadtech.com,176,517,,175,aacey@dontechi.com
176,Holly,female,TRUE,FALSE,3/6/2020,upset that the dog bit somebody, this boy and his siblings were being given away in a Walmart parking lot in Texas right before the ne,171,9684801212,tmarrier@hottechi.com,12/6/2005,517,jlueckenbach@plussunin.com,177,486,,176,xdubaldi@iselectrics.com
177,Max,unknown,TRUE,FALSE,3/10/2020,the pet sheds too much, is super friendly and loves other cats,137,7476386818,cjurney@groovestreet.com,10/10/2008,486,vlouissant@sunnamplex.com,178,727,,177,mhollack@scottech.com
178,Duke,male,TRUE,FALSE,3/18/2020,the pet sheds too much, Meet  a sweet-as-pie Brindle/Blue Nose Pit Bull who needs a new place to live,153,NULL,rdiestel@goodsilron.com,6/18/2007,727,icaldarera@yearin.com,179,380,,178,ndenooyer@statholdings.com
179,Cleo,unknown,TRUE,FALSE,3/19/2020,The animal chews and I don't want my belongings destroyed.," Have you been looking for a Labrador Retriever to join your family? Labs have such great, goofy, c",0,566618980,cvonasek@toughzap.com,3/19/2020,380,chirpara@rantouch.com,180,398,,179,lflister@hottechi.com
180,Cocoa,female,TRUE,TRUE,3/24/2020,upset that the dog chewed on something or had an accident,is a very friendly and energetic Rottweiler mix who is7 years old & weighs 59,84,9255463784,rdiestel@goodsilron.com,3/24/2013,398,jlueckenbach@plussunin.com,181,514,,180,lbayless@sumace.com
181,Millie,unknown,TRUE,FALSE,3/25/2020,The animal has a behavior that I don't want to try to work with and correct., LOVES toys and has been entertaining himself in his run. But it's so much nicer to see,33,7044703794,walbares@conecom.com,6/25/2017,514,cyori@donware.com,182,512,,181,acoyier@hottechi.com
182,Max,male,TRUE,FALSE,3/26/2020,don't have time for the dog anymore, he has had a hard start to his life! This little blue nose nugget of wiggles was scheduled ,23,NULL,dkeetch@golddex.com,4/26/2018,512,hmenter@doncon.com,183,556,,182,mhollack@scottech.com
183,Chance,male,TRUE,TRUE,3/26/2020,I have decided that my family is allergic to the animal.,is a wonderful family member.  He is 13 years old and has been with,63,1271437267,dkeetch@golddex.com,12/26/2014,556,aostolaza@finjob.com,184,554,,183,esaylors@y-corporation.com
184,Copper,male,TRUE,FALSE,3/27/2020,The animal attacks me and my family.,How could you resist that face! he is a 3 year old stocky little boy who loves attention.,77,2305374321,jsweely@fasehatice.com,10/27/2013,554,chagele@zencorporation.com,185,594,,184,mreiber@scottech.com
185,Bubba,male,TRUE,FALSE,3/31/2020,The animal attacks my other animals.,is a 3 year old Lab mix who loves people.  She is currently living with 2 children,204,4376976102,jgiguere@openlane.com,3/31/2003,594,woles@codehow.com,186,427,,185,kcraghead@sumace.com
186,Sandy,female,TRUE,FALSE,4/2/2020,"""My cat is a w***e, she keeps getting pregnant by the neighbor's cat and the babies keep dying. This is the third time and I am done with this!"""," is a fun, energetic girl who was found as a stray in south Texas.  Her owners refused ",106,NULL,mdeleo@funholding.com,6/2/2011,427,yisenhower@dambase.com,187,669,,186,kharnos@conecom.com
187,Penny,female,TRUE,FALSE,4/3/2020,I have decided I am allergic to the animal.,  was found curled up in a shivering ball one frosty morning in the landscaping outside of a ,83,2351193848,mmallett@konex.com,5/3/2013,669,kpatak@groovestreet.com,188,630,,187,traymo@scotfind.com
188,Louie,male,TRUE,TRUE,4/7/2020,"""My cat is a w***e, she keeps getting pregnant by the neighbor's cat and the babies keep dying. This is the third time and I am done with this!"""," Meet Louie, originally named Jellybean for his love of candy and sweet disposition. He was adopted",46,NULL,ncoyier@funholding.com,6/7/2016,630,ckippley@plussunin.com,189,602,,188,cbourbon@betasoloin.com
189,Moose,male,TRUE,FALSE,4/9/2020,allergies are a problem," After being abandoned in rural east Texas, wandered up to a home. The kind family took h",93,6332625943,smaclead@openlane.com,7/9/2012,602,kbreland@year-job.com,191,607,,189,rgarufi@bioplex.com
190,Ellie,female,FALSE,FALSE,4/10/2020,The animal has had (puppies/kittens) and I don't know how that happened and I don't want them anymore., We don't know what happened to him before he arrived,60,NULL,fcrupi@rangreen.com,4/10/2015,#N/A,#N/A,192,391,,190,lstockham@j-texon.com
191,Benny,male,TRUE,FALSE,4/10/2020,I need to surrender my dog because I just had my carpets cleaned.,"   a German Shepherd Mix.  I'm a bit timid at first, but once I get ",143,5369822981,fcrupi@rangreen.com,5/10/2008,607,bdiestel@condax.com,193,661,,191,ahoogland@y-corporation.com
192,Mimi,female,TRUE,FALSE,4/13/2020,I don't want to be responsible for the animal anymore.,is a 12-week-old Black Cur mix pup who got adopted and who thought he had found his fo,93,NULL,dkeetch@golddex.com,7/13/2012,391,jmirafuentes@rangreen.com,194,445,,192,hgwalthney@funholding.com
193,Kobe,male,TRUE,FALSE,4/14/2020,didn't know the cat would sleep all day,   I'm an absolute awesome dog and I love all people. My foster says I have,83,NULL,dmontezuma@green-plus.com,5/14/2013,661,vlouissant@sunnamplex.com,195,670,,193,mreiber@scottech.com
194,Layla,female,TRUE,FALSE,4/16/2020,The animal attacks me and my family.,is a 3 year old Lab mix who loves people.  She is currently living with 2 children,43,8193161267,jgiguere@openlane.com,9/16/2016,445,lharabedian@plussunin.com,196,88,,194,adenooyer@kinnamplus.com
195,Boomer,male,TRUE,FALSE,4/17/2020,I don't have time for the animal.," After being abandoned in rural east Texas, wandered up to a home. The kind family took h",99,7339516057,edubaldi@finhigh.com,1/17/2012,670,jspickerman@y-corporation.com,197,116,,195,dstoltzman@condax.com
196,Callie,female,TRUE,FALSE,4/20/2020,decided they have too many animals at home, is a PRECIOUS little man!  He's so sweet and snuggly!   gets along w,152,7960026909,mmallett@konex.com,8/20/2007,88,kpedrozo@kan-code.com,198,217,,196,nhaufler@zencorporation.com
197,Buddy,male,TRUE,FALSE,4/23/2020,allergies are a problem,"is a senior boy, 11-12 years old, the life he led before being rescued was filled",27,NULL,cjurney@groovestreet.com,1/23/2018,116,lmonarrez@goodsilron.com,199,64,,197,kweglarz@streethex.com
198,Buster,male,TRUE,FALSE,4/30/2020,decided they have too many animals at home," is a ball-chasing, attention-loving, breathtakingly gorgeous boy.  A perfect day",55,1180081313,mo@burdell.com,9/30/2015,217,rgarufi@bioplex.com,200,165,,198,awildfong@conecom.com
199,Scout,female,TRUE,FALSE,5/7/2020,I got a new house and don't want it., is a sweet girl who was separated from her litter after having to have a lifesaving blood tr,4,NULL,dkeetch@golddex.com,1/7/2020,64,brhym@dambase.com,201,426,,199,kmyricks@groovestreet.com
200,Brady,male,TRUE,FALSE,5/11/2020,think the dog barks too much,is an 8 year old Pointer mix who is looking for a place to spend his golden years. This ha,74,NULL,mdeleo@funholding.com,3/11/2014,165,aspickerman@green-plus.com,202,464,,200,jlueckenbach@plussunin.com
201,Copper,male,TRUE,FALSE,5/12/2020,The animal chews and I don't want my belongings destroyed., was rescued from euthanasia at a Texas shelter. he is energetic and playful. He gets alon,260,5339875379,barias@xx-holding.com,9/12/1998,426,icaldarera@yearin.com,203,404,,201,vkeener@kan-code.com
202,Brody,male,TRUE,FALSE,5/14/2020,renovating the house or redoing the yard,is a wonderful family member.  He is 13 years old and has been with,22,NULL,edubaldi@finhigh.com,7/14/2018,464,ebowley@ganjaflex.com,204,650,,202,nhaufler@zencorporation.com
203,Mickey,male,TRUE,FALSE,5/19/2020,When I got it the animal was small and cute and now it is grown up and not cute.,  loves to snuggle & have her ears scratched. She loves to play with oth,126,3496488220,mmallett@konex.com,11/19/2009,404,bflosi@ganjaflex.com,206,665,,203,agillaspie@golddex.com
204,Bandit,male,TRUE,FALSE,5/22/2020,"I told my dying family member that I would care for their animal after they died to make them feel better, but I really don't want the animal so I am surrendering it to you.", she was being given away in the back of a gas station in a rural Texas town when one of our,241,4054902946,tmarrier@hottechi.com,4/22/2000,650,aboord@faxquote.com,209,205,,204,ndenooyer@statholdings.com
205,Brutus,male,FALSE,FALSE,5/25/2020,the pet sheds too much,  is a two and a half old and such a sweetheart.   loves the car and likes ,84,3809882192,tmarrier@hottechi.com,5/25/2013,#N/A,#N/A,210,301,,205,jbuvens@plusstrip.com
206,Mocha,female,TRUE,FALSE,5/25/2020,upset that the dog chewed on something or had an accident,"    has the floppiest ears and the saddest eyes, but ",90,2209144417,vmenter@silis.com,11/25/2012,665,cpagliuca@betasoloin.com,211,260,,206,jpoquette@ron-tech.com
207,Shadow,female,FALSE,TRUE,5/28/2020,"""My cat is a w***e, she keeps getting pregnant by the neighbor's cat and the babies keep dying. This is the third time and I am done with this!""","From his foster mom: is an 8-month-old, 43 pound, Black Lab who spent his firs",130,NULL,cvonasek@toughzap.com,7/28/2009,#N/A,#N/A,214,490,,207,kpatak@groovestreet.com
208,Sugar,female,FALSE,FALSE,5/29/2020,didn't realize that the animal would need so much attention,  was a service dog for an elderly man who recently passed away. Now this boy needs a new home,120,1279487985,jgiguere@openlane.com,5/29/2010,#N/A,#N/A,215,746,,208,yisenhower@dambase.com
209,Bailey,male,TRUE,FALSE,6/1/2020,don't have time for the dog anymore, he has had a hard start to his life! This little blue nose nugget of wiggles was scheduled ,55,NULL,ncoyier@funholding.com,11/1/2015,205,jbuvens@plusstrip.com,216,170,,209,kbenimadho@donquadtech.com
